baseline,harm,coverage,risk
random_floor,background_accept,0.0323,0.1228
random_floor,background_accept,0.0368,0.1077
random_floor,background_accept,0.0413,0.0959
random_floor,background_accept,0.0459,0.0864
random_floor,background_accept,0.0504,0.0899
random_floor,background_accept,0.0549,0.0825
random_floor,background_accept,0.0595,0.0857
random_floor,background_accept,0.064,0.0796
random_floor,background_accept,0.0685,0.0826
random_floor,background_accept,0.073,0.0775
random_floor,background_accept,0.0776,0.073
random_floor,background_accept,0.0821,0.0759
random_floor,background_accept,0.0866,0.0719
random_floor,background_accept,0.0912,0.0807
random_floor,background_accept,0.0957,0.0769
random_floor,background_accept,0.1002,0.0791
random_floor,background_accept,0.1048,0.0811
random_floor,background_accept,0.1093,0.0777
random_floor,background_accept,0.1138,0.0796
random_floor,background_accept,0.1183,0.0766
random_floor,background_accept,0.1229,0.0783
random_floor,background_accept,0.1274,0.0844
random_floor,background_accept,0.1319,0.0815
random_floor,background_accept,0.1365,0.0788
random_floor,background_accept,0.141,0.0763
random_floor,background_accept,0.1455,0.0739
random_floor,background_accept,0.1501,0.0755
random_floor,background_accept,0.1546,0.0733
random_floor,background_accept,0.1591,0.0747
random_floor,background_accept,0.1636,0.0761
random_floor,background_accept,0.1682,0.0741
random_floor,background_accept,0.1727,0.0754
random_floor,background_accept,0.1772,0.0863
random_floor,background_accept,0.1818,0.0903
random_floor,background_accept,0.1863,0.0912
random_floor,background_accept,0.1908,0.092
random_floor,background_accept,0.1954,0.0899
random_floor,background_accept,0.1999,0.0878
random_floor,background_accept,0.2044,0.0859
random_floor,background_accept,0.2089,0.0894
random_floor,background_accept,0.2135,0.0902
random_floor,background_accept,0.218,0.0883
random_floor,background_accept,0.2225,0.0891
random_floor,background_accept,0.2271,0.0898
random_floor,background_accept,0.2316,0.0905
random_floor,background_accept,0.2361,0.0911
random_floor,background_accept,0.2407,0.0941
random_floor,background_accept,0.2452,0.0924
random_floor,background_accept,0.2497,0.093
random_floor,background_accept,0.2542,0.0913
random_floor,background_accept,0.2588,0.0919
random_floor,background_accept,0.2633,0.0903
random_floor,background_accept,0.2678,0.0888
random_floor,background_accept,0.2724,0.0894
random_floor,background_accept,0.2769,0.09
random_floor,background_accept,0.2814,0.0905
random_floor,background_accept,0.286,0.0911
random_floor,background_accept,0.2905,0.0897
random_floor,background_accept,0.295,0.0883
random_floor,background_accept,0.2995,0.087
random_floor,background_accept,0.3041,0.0894
random_floor,background_accept,0.3086,0.0917
random_floor,background_accept,0.3131,0.094
random_floor,background_accept,0.3177,0.0945
random_floor,background_accept,0.3222,0.0931
random_floor,background_accept,0.3267,0.0919
random_floor,background_accept,0.3313,0.0923
random_floor,background_accept,0.3358,0.0927
random_floor,background_accept,0.3403,0.0932
random_floor,background_accept,0.3448,0.092
random_floor,background_accept,0.3494,0.094
random_floor,background_accept,0.3539,0.0976
random_floor,background_accept,0.3584,0.0979
random_floor,background_accept,0.363,0.0998
random_floor,background_accept,0.3675,0.1002
random_floor,background_accept,0.372,0.102
random_floor,background_accept,0.3766,0.1008
random_floor,background_accept,0.3811,0.0996
random_floor,background_accept,0.3856,0.0999
random_floor,background_accept,0.3901,0.1016
random_floor,background_accept,0.3947,0.1019
random_floor,background_accept,0.3992,0.1021
random_floor,background_accept,0.4037,0.101
random_floor,background_accept,0.4083,0.0999
random_floor,background_accept,0.4128,0.1015
random_floor,background_accept,0.4173,0.1018
random_floor,background_accept,0.4219,0.1034
random_floor,background_accept,0.4264,0.1023
random_floor,background_accept,0.4309,0.1025
random_floor,background_accept,0.4354,0.1027
random_floor,background_accept,0.44,0.1017
random_floor,background_accept,0.4445,0.1019
random_floor,background_accept,0.449,0.1009
random_floor,background_accept,0.4536,0.1011
random_floor,background_accept,0.4581,0.1001
random_floor,background_accept,0.4626,0.0991
random_floor,background_accept,0.4672,0.0994
random_floor,background_accept,0.4717,0.0996
random_floor,background_accept,0.4762,0.0987
random_floor,background_accept,0.4807,0.1001
random_floor,background_accept,0.4853,0.1004
random_floor,background_accept,0.4898,0.1006
random_floor,background_accept,0.4943,0.0997
random_floor,background_accept,0.4989,0.0999
random_floor,background_accept,0.5034,0.1012
random_floor,background_accept,0.5079,0.1003
random_floor,background_accept,0.5125,0.0994
random_floor,background_accept,0.517,0.0986
random_floor,background_accept,0.5215,0.0999
random_floor,background_accept,0.526,0.1001
random_floor,background_accept,0.5306,0.0993
random_floor,background_accept,0.5351,0.0984
random_floor,background_accept,0.5396,0.0997
random_floor,background_accept,0.5442,0.0989
random_floor,background_accept,0.5487,0.0991
random_floor,background_accept,0.5532,0.0983
random_floor,background_accept,0.5578,0.0985
random_floor,background_accept,0.5623,0.0977
random_floor,background_accept,0.5668,0.0979
random_floor,background_accept,0.5713,0.0991
random_floor,background_accept,0.5759,0.0983
random_floor,background_accept,0.5804,0.0985
random_floor,background_accept,0.5849,0.0978
random_floor,background_accept,0.5895,0.0989
random_floor,background_accept,0.594,0.0982
random_floor,background_accept,0.5985,0.0984
random_floor,background_accept,0.6031,0.0977
random_floor,background_accept,0.6076,0.0969
random_floor,background_accept,0.6121,0.0971
random_floor,background_accept,0.6166,0.0973
random_floor,background_accept,0.6212,0.0966
random_floor,background_accept,0.6257,0.0959
random_floor,background_accept,0.6302,0.0961
random_floor,background_accept,0.6348,0.0972
random_floor,background_accept,0.6393,0.0974
random_floor,background_accept,0.6438,0.0967
random_floor,background_accept,0.6484,0.0961
random_floor,background_accept,0.6529,0.0954
random_floor,background_accept,0.6574,0.0947
random_floor,background_accept,0.6619,0.095
random_floor,background_accept,0.6665,0.0943
random_floor,background_accept,0.671,0.0937
random_floor,background_accept,0.6755,0.093
random_floor,background_accept,0.6801,0.0933
random_floor,background_accept,0.6846,0.0951
random_floor,background_accept,0.6891,0.0953
random_floor,background_accept,0.6937,0.0955
random_floor,background_accept,0.6982,0.0965
random_floor,background_accept,0.7027,0.0975
random_floor,background_accept,0.7072,0.0969
random_floor,background_accept,0.7118,0.0971
random_floor,background_accept,0.7163,0.0972
random_floor,background_accept,0.7208,0.0974
random_floor,background_accept,0.7254,0.0976
random_floor,background_accept,0.7299,0.097
random_floor,background_accept,0.7344,0.0964
random_floor,background_accept,0.739,0.0958
random_floor,background_accept,0.7435,0.0952
random_floor,background_accept,0.748,0.0946
random_floor,background_accept,0.7525,0.0948
random_floor,background_accept,0.7571,0.0957
random_floor,background_accept,0.7616,0.0952
random_floor,background_accept,0.7661,0.0953
random_floor,background_accept,0.7707,0.0955
random_floor,background_accept,0.7752,0.095
random_floor,background_accept,0.7797,0.0951
random_floor,background_accept,0.7843,0.0946
random_floor,background_accept,0.7888,0.0948
random_floor,background_accept,0.7933,0.0942
random_floor,background_accept,0.7978,0.0944
random_floor,background_accept,0.8024,0.0946
random_floor,background_accept,0.8069,0.0947
random_floor,background_accept,0.8114,0.0942
random_floor,background_accept,0.816,0.0944
random_floor,background_accept,0.8205,0.0945
random_floor,background_accept,0.825,0.094
random_floor,background_accept,0.8296,0.0949
random_floor,background_accept,0.8341,0.0944
random_floor,background_accept,0.8386,0.0952
random_floor,background_accept,0.8431,0.0947
random_floor,background_accept,0.8477,0.0955
random_floor,background_accept,0.8522,0.0957
random_floor,background_accept,0.8567,0.0965
random_floor,background_accept,0.8613,0.0973
random_floor,background_accept,0.8658,0.0968
random_floor,background_accept,0.8703,0.0969
random_floor,background_accept,0.8749,0.0964
random_floor,background_accept,0.8794,0.0966
random_floor,background_accept,0.8839,0.0974
random_floor,background_accept,0.8884,0.0975
random_floor,background_accept,0.893,0.0977
random_floor,background_accept,0.8975,0.0978
random_floor,background_accept,0.902,0.0973
random_floor,background_accept,0.9066,0.0968
random_floor,background_accept,0.9111,0.0963
random_floor,background_accept,0.9156,0.0971
random_floor,background_accept,0.9202,0.0966
random_floor,background_accept,0.9247,0.0974
random_floor,background_accept,0.9292,0.0975
random_floor,background_accept,0.9337,0.097
random_floor,background_accept,0.9383,0.0966
random_floor,background_accept,0.9428,0.0985
random_floor,background_accept,0.9473,0.0986
random_floor,background_accept,0.9519,0.0982
random_floor,background_accept,0.9564,0.0983
random_floor,background_accept,0.9609,0.099
random_floor,background_accept,0.9655,0.0997
random_floor,background_accept,0.97,0.0992
random_floor,background_accept,0.9745,0.0994
random_floor,background_accept,0.979,0.0989
random_floor,background_accept,0.9836,0.0984
random_floor,background_accept,0.9881,0.0986
random_floor,background_accept,0.9926,0.0987
random_floor,background_accept,0.9972,0.0988
random_floor,localisation_accept,0.0006,0.0
random_floor,localisation_accept,0.0051,0.1111
random_floor,localisation_accept,0.0096,0.1765
random_floor,localisation_accept,0.0142,0.2
random_floor,localisation_accept,0.0187,0.303
random_floor,localisation_accept,0.0232,0.3171
random_floor,localisation_accept,0.0277,0.3061
random_floor,localisation_accept,0.0323,0.2982
random_floor,localisation_accept,0.0368,0.2923
random_floor,localisation_accept,0.0413,0.3151
random_floor,localisation_accept,0.0459,0.3086
random_floor,localisation_accept,0.0504,0.2921
random_floor,localisation_accept,0.0549,0.2887
random_floor,localisation_accept,0.0595,0.2762
random_floor,localisation_accept,0.064,0.3009
random_floor,localisation_accept,0.0685,0.3058
random_floor,localisation_accept,0.073,0.2946
random_floor,localisation_accept,0.0776,0.3066
random_floor,localisation_accept,0.0821,0.3172
random_floor,localisation_accept,0.0866,0.3268
random_floor,localisation_accept,0.0912,0.323
random_floor,localisation_accept,0.0957,0.3195
random_floor,localisation_accept,0.1002,0.3107
random_floor,localisation_accept,0.1048,0.3243
random_floor,localisation_accept,0.1093,0.3212
random_floor,localisation_accept,0.1138,0.3134
random_floor,localisation_accept,0.1183,0.3062
random_floor,localisation_accept,0.1229,0.3088
random_floor,localisation_accept,0.1274,0.3067
random_floor,localisation_accept,0.1319,0.3047
random_floor,localisation_accept,0.1365,0.2946
random_floor,localisation_accept,0.141,0.2932
random_floor,localisation_accept,0.1455,0.2879
random_floor,localisation_accept,0.1501,0.2981
random_floor,localisation_accept,0.1546,0.293
random_floor,localisation_accept,0.1591,0.2918
random_floor,localisation_accept,0.1636,0.301
random_floor,localisation_accept,0.1682,0.3064
random_floor,localisation_accept,0.1727,0.3115
random_floor,localisation_accept,0.1772,0.3035
random_floor,localisation_accept,0.1818,0.2991
random_floor,localisation_accept,0.1863,0.3009
random_floor,localisation_accept,0.1908,0.2967
random_floor,localisation_accept,0.1954,0.2928
random_floor,localisation_accept,0.1999,0.289
random_floor,localisation_accept,0.2044,0.2936
random_floor,localisation_accept,0.2089,0.2927
random_floor,localisation_accept,0.2135,0.2971
random_floor,localisation_accept,0.218,0.2935
random_floor,localisation_accept,0.2225,0.2926
random_floor,localisation_accept,0.2271,0.2943
random_floor,localisation_accept,0.2316,0.2934
random_floor,localisation_accept,0.2361,0.2926
random_floor,localisation_accept,0.2407,0.2894
random_floor,localisation_accept,0.2452,0.2979
random_floor,localisation_accept,0.2497,0.2993
random_floor,localisation_accept,0.2542,0.3029
random_floor,localisation_accept,0.2588,0.3063
random_floor,localisation_accept,0.2633,0.3011
random_floor,localisation_accept,0.2678,0.3044
random_floor,localisation_accept,0.2724,0.3056
random_floor,localisation_accept,0.2769,0.3047
random_floor,localisation_accept,0.2814,0.3038
random_floor,localisation_accept,0.286,0.305
random_floor,localisation_accept,0.2905,0.306
random_floor,localisation_accept,0.295,0.3052
random_floor,localisation_accept,0.2995,0.3119
random_floor,localisation_accept,0.3041,0.311
random_floor,localisation_accept,0.3086,0.3064
random_floor,localisation_accept,0.3131,0.3074
random_floor,localisation_accept,0.3177,0.3084
random_floor,localisation_accept,0.3222,0.3076
random_floor,localisation_accept,0.3267,0.3085
random_floor,localisation_accept,0.3313,0.306
random_floor,localisation_accept,0.3358,0.3019
random_floor,localisation_accept,0.3403,0.3028
random_floor,localisation_accept,0.3448,0.3005
random_floor,localisation_accept,0.3494,0.2998
random_floor,localisation_accept,0.3539,0.2976
random_floor,localisation_accept,0.3584,0.3017
random_floor,localisation_accept,0.363,0.3042
random_floor,localisation_accept,0.3675,0.302
random_floor,localisation_accept,0.372,0.3014
random_floor,localisation_accept,0.3766,0.3008
random_floor,localisation_accept,0.3811,0.3016
random_floor,localisation_accept,0.3856,0.304
random_floor,localisation_accept,0.3901,0.3033
random_floor,localisation_accept,0.3947,0.3042
random_floor,localisation_accept,0.3992,0.3064
random_floor,localisation_accept,0.4037,0.3043
random_floor,localisation_accept,0.4083,0.3024
random_floor,localisation_accept,0.4128,0.299
random_floor,localisation_accept,0.4173,0.3026
random_floor,localisation_accept,0.4219,0.3034
random_floor,localisation_accept,0.4264,0.3015
random_floor,localisation_accept,0.4309,0.2996
random_floor,localisation_accept,0.4354,0.2978
random_floor,localisation_accept,0.44,0.2973
random_floor,localisation_accept,0.4445,0.2994
random_floor,localisation_accept,0.449,0.2976
random_floor,localisation_accept,0.4536,0.2946
random_floor,localisation_accept,0.4581,0.2967
random_floor,localisation_accept,0.4626,0.2987
random_floor,localisation_accept,0.4672,0.3006
random_floor,localisation_accept,0.4717,0.3013
random_floor,localisation_accept,0.4762,0.3008
random_floor,localisation_accept,0.4807,0.2992
random_floor,localisation_accept,0.4853,0.2999
random_floor,localisation_accept,0.4898,0.3029
random_floor,localisation_accept,0.4943,0.3013
random_floor,localisation_accept,0.4989,0.3031
random_floor,localisation_accept,0.5034,0.3015
random_floor,localisation_accept,0.5079,0.301
random_floor,localisation_accept,0.5125,0.2994
random_floor,localisation_accept,0.517,0.3001
random_floor,localisation_accept,0.5215,0.3029
random_floor,localisation_accept,0.526,0.3025
random_floor,localisation_accept,0.5306,0.302
random_floor,localisation_accept,0.5351,0.3016
random_floor,localisation_accept,0.5396,0.3001
random_floor,localisation_accept,0.5442,0.3007
random_floor,localisation_accept,0.5487,0.3013
random_floor,localisation_accept,0.5532,0.305
random_floor,localisation_accept,0.5578,0.3066
random_floor,localisation_accept,0.5623,0.3061
random_floor,localisation_accept,0.5668,0.3057
random_floor,localisation_accept,0.5713,0.3033
random_floor,localisation_accept,0.5759,0.3029
random_floor,localisation_accept,0.5804,0.3015
random_floor,localisation_accept,0.5849,0.304
random_floor,localisation_accept,0.5895,0.3036
random_floor,localisation_accept,0.594,0.3022
random_floor,localisation_accept,0.5985,0.3018
random_floor,localisation_accept,0.6031,0.3005
random_floor,localisation_accept,0.6076,0.3001
random_floor,localisation_accept,0.6121,0.2988
random_floor,localisation_accept,0.6166,0.2984
random_floor,localisation_accept,0.6212,0.299
random_floor,localisation_accept,0.6257,0.2986
random_floor,localisation_accept,0.6302,0.2974
random_floor,localisation_accept,0.6348,0.2962
random_floor,localisation_accept,0.6393,0.2958
random_floor,localisation_accept,0.6438,0.2982
random_floor,localisation_accept,0.6484,0.2978
random_floor,localisation_accept,0.6529,0.2975
random_floor,localisation_accept,0.6574,0.298
random_floor,localisation_accept,0.6619,0.2985
random_floor,localisation_accept,0.6665,0.2999
random_floor,localisation_accept,0.671,0.3004
random_floor,localisation_accept,0.6755,0.2992
random_floor,localisation_accept,0.6801,0.2973
random_floor,localisation_accept,0.6846,0.2969
random_floor,localisation_accept,0.6891,0.2975
random_floor,localisation_accept,0.6937,0.2971
random_floor,localisation_accept,0.6982,0.2976
random_floor,localisation_accept,0.7027,0.2965
random_floor,localisation_accept,0.7072,0.2978
random_floor,localisation_accept,0.7118,0.2991
random_floor,localisation_accept,0.7163,0.2996
random_floor,localisation_accept,0.7208,0.3001
random_floor,localisation_accept,0.7254,0.299
random_floor,localisation_accept,0.7299,0.3002
random_floor,localisation_accept,0.7344,0.3015
random_floor,localisation_accept,0.739,0.3019
random_floor,localisation_accept,0.7435,0.3016
random_floor,localisation_accept,0.748,0.3036
random_floor,localisation_accept,0.7525,0.3032
random_floor,localisation_accept,0.7571,0.3022
random_floor,localisation_accept,0.7616,0.3026
random_floor,localisation_accept,0.7661,0.3023
random_floor,localisation_accept,0.7707,0.3042
random_floor,localisation_accept,0.7752,0.3053
random_floor,localisation_accept,0.7797,0.3065
random_floor,localisation_accept,0.7843,0.3054
random_floor,localisation_accept,0.7888,0.3051
random_floor,localisation_accept,0.7933,0.3055
random_floor,localisation_accept,0.7978,0.3066
random_floor,localisation_accept,0.8024,0.3049
random_floor,localisation_accept,0.8069,0.3039
random_floor,localisation_accept,0.8114,0.3036
random_floor,localisation_accept,0.816,0.3033
random_floor,localisation_accept,0.8205,0.3043
random_floor,localisation_accept,0.825,0.304
random_floor,localisation_accept,0.8296,0.3031
random_floor,localisation_accept,0.8341,0.3035
random_floor,localisation_accept,0.8386,0.3018
random_floor,localisation_accept,0.8431,0.3015
random_floor,localisation_accept,0.8477,0.3013
random_floor,localisation_accept,0.8522,0.3023
random_floor,localisation_accept,0.8567,0.302
random_floor,localisation_accept,0.8613,0.3024
random_floor,localisation_accept,0.8658,0.3009
random_floor,localisation_accept,0.8703,0.3012
random_floor,localisation_accept,0.8749,0.3016
random_floor,localisation_accept,0.8794,0.3007
random_floor,localisation_accept,0.8839,0.3004
random_floor,localisation_accept,0.8884,0.3002
random_floor,localisation_accept,0.893,0.2987
random_floor,localisation_accept,0.8975,0.2984
random_floor,localisation_accept,0.902,0.2982
random_floor,localisation_accept,0.9066,0.2979
random_floor,localisation_accept,0.9111,0.2983
random_floor,localisation_accept,0.9156,0.2987
random_floor,localisation_accept,0.9202,0.2991
random_floor,localisation_accept,0.9247,0.2988
random_floor,localisation_accept,0.9292,0.301
random_floor,localisation_accept,0.9337,0.3002
random_floor,localisation_accept,0.9383,0.2993
random_floor,localisation_accept,0.9428,0.2991
random_floor,localisation_accept,0.9473,0.2989
random_floor,localisation_accept,0.9519,0.298
random_floor,localisation_accept,0.9564,0.2984
random_floor,localisation_accept,0.9609,0.2982
random_floor,localisation_accept,0.9655,0.2979
random_floor,localisation_accept,0.97,0.2989
random_floor,localisation_accept,0.9745,0.2992
random_floor,localisation_accept,0.979,0.2996
random_floor,localisation_accept,0.9836,0.3011
random_floor,localisation_accept,0.9881,0.3014
random_floor,localisation_accept,0.9926,0.3018
random_floor,localisation_accept,0.9972,0.3004
random_floor,loose_box_accept,0.0006,1.0
random_floor,loose_box_accept,0.0051,0.4444
random_floor,loose_box_accept,0.0096,0.4706
random_floor,loose_box_accept,0.0142,0.4
random_floor,loose_box_accept,0.0187,0.303
random_floor,loose_box_accept,0.0232,0.2439
random_floor,loose_box_accept,0.0277,0.2653
random_floor,loose_box_accept,0.0323,0.2632
random_floor,loose_box_accept,0.0368,0.2769
random_floor,loose_box_accept,0.0413,0.2877
random_floor,loose_box_accept,0.0459,0.2963
random_floor,loose_box_accept,0.0504,0.2921
random_floor,loose_box_accept,0.0549,0.268
random_floor,loose_box_accept,0.0595,0.2571
random_floor,loose_box_accept,0.064,0.2478
random_floor,loose_box_accept,0.0685,0.2479
random_floor,loose_box_accept,0.073,0.2558
random_floor,loose_box_accept,0.0776,0.2628
random_floor,loose_box_accept,0.0821,0.2552
random_floor,loose_box_accept,0.0866,0.2484
random_floor,loose_box_accept,0.0912,0.236
random_floor,loose_box_accept,0.0957,0.2308
random_floor,loose_box_accept,0.1002,0.226
random_floor,loose_box_accept,0.1048,0.2162
random_floor,loose_box_accept,0.1093,0.2124
random_floor,loose_box_accept,0.1138,0.2139
random_floor,loose_box_accept,0.1183,0.2249
random_floor,loose_box_accept,0.1229,0.2166
random_floor,loose_box_accept,0.1274,0.2178
random_floor,loose_box_accept,0.1319,0.2232
random_floor,loose_box_accept,0.1365,0.2282
random_floor,loose_box_accept,0.141,0.2329
random_floor,loose_box_accept,0.1455,0.2412
random_floor,loose_box_accept,0.1501,0.234
random_floor,loose_box_accept,0.1546,0.2344
random_floor,loose_box_accept,0.1591,0.2349
random_floor,loose_box_accept,0.1636,0.2284
random_floor,loose_box_accept,0.1682,0.2256
random_floor,loose_box_accept,0.1727,0.223
random_floor,loose_box_accept,0.1772,0.2236
random_floor,loose_box_accept,0.1818,0.2305
random_floor,loose_box_accept,0.1863,0.234
random_floor,loose_box_accept,0.1908,0.2374
random_floor,loose_box_accept,0.1954,0.2435
random_floor,loose_box_accept,0.1999,0.2493
random_floor,loose_box_accept,0.2044,0.2465
random_floor,loose_box_accept,0.2089,0.2439
random_floor,loose_box_accept,0.2135,0.2414
random_floor,loose_box_accept,0.218,0.2416
random_floor,loose_box_accept,0.2225,0.2417
random_floor,loose_box_accept,0.2271,0.2419
random_floor,loose_box_accept,0.2316,0.2421
random_floor,loose_box_accept,0.2361,0.2422
random_floor,loose_box_accept,0.2407,0.2424
random_floor,loose_box_accept,0.2452,0.2402
random_floor,loose_box_accept,0.2497,0.2358
random_floor,loose_box_accept,0.2542,0.2339
random_floor,loose_box_accept,0.2588,0.2341
random_floor,loose_box_accept,0.2633,0.2323
random_floor,loose_box_accept,0.2678,0.2326
random_floor,loose_box_accept,0.2724,0.2328
random_floor,loose_box_accept,0.2769,0.2311
random_floor,loose_box_accept,0.2814,0.2314
random_floor,loose_box_accept,0.286,0.2297
random_floor,loose_box_accept,0.2905,0.2281
random_floor,loose_box_accept,0.295,0.2265
random_floor,loose_box_accept,0.2995,0.2231
random_floor,loose_box_accept,0.3041,0.2235
random_floor,loose_box_accept,0.3086,0.2257
random_floor,loose_box_accept,0.3131,0.2224
random_floor,loose_box_accept,0.3177,0.2228
random_floor,loose_box_accept,0.3222,0.2232
random_floor,loose_box_accept,0.3267,0.2218
random_floor,loose_box_accept,0.3313,0.2222
random_floor,loose_box_accept,0.3358,0.2226
random_floor,loose_box_accept,0.3403,0.223
random_floor,loose_box_accept,0.3448,0.2233
random_floor,loose_box_accept,0.3494,0.2253
random_floor,loose_box_accept,0.3539,0.2256
random_floor,loose_box_accept,0.3584,0.2227
random_floor,loose_box_accept,0.363,0.2231
random_floor,loose_box_accept,0.3675,0.2234
random_floor,loose_box_accept,0.372,0.2237
random_floor,loose_box_accept,0.3766,0.2211
random_floor,loose_box_accept,0.3811,0.2214
random_floor,loose_box_accept,0.3856,0.2217
random_floor,loose_box_accept,0.3901,0.2206
random_floor,loose_box_accept,0.3947,0.2209
random_floor,loose_box_accept,0.3992,0.2199
random_floor,loose_box_accept,0.4037,0.2188
random_floor,loose_box_accept,0.4083,0.2191
random_floor,loose_box_accept,0.4128,0.2181
random_floor,loose_box_accept,0.4173,0.2171
random_floor,loose_box_accept,0.4219,0.2161
random_floor,loose_box_accept,0.4264,0.2191
random_floor,loose_box_accept,0.4309,0.2234
random_floor,loose_box_accept,0.4354,0.2237
random_floor,loose_box_accept,0.44,0.2239
random_floor,loose_box_accept,0.4445,0.2229
random_floor,loose_box_accept,0.449,0.2232
random_floor,loose_box_accept,0.4536,0.2272
random_floor,loose_box_accept,0.4581,0.2262
random_floor,loose_box_accept,0.4626,0.2252
random_floor,loose_box_accept,0.4672,0.2255
random_floor,loose_box_accept,0.4717,0.2269
random_floor,loose_box_accept,0.4762,0.2271
random_floor,loose_box_accept,0.4807,0.2261
random_floor,loose_box_accept,0.4853,0.2252
random_floor,loose_box_accept,0.4898,0.2254
random_floor,loose_box_accept,0.4943,0.2279
random_floor,loose_box_accept,0.4989,0.2281
random_floor,loose_box_accept,0.5034,0.2272
random_floor,loose_box_accept,0.5079,0.2285
random_floor,loose_box_accept,0.5125,0.2309
random_floor,loose_box_accept,0.517,0.2311
random_floor,loose_box_accept,0.5215,0.2291
random_floor,loose_box_accept,0.526,0.2293
random_floor,loose_box_accept,0.5306,0.2295
random_floor,loose_box_accept,0.5351,0.2307
random_floor,loose_box_accept,0.5396,0.2298
random_floor,loose_box_accept,0.5442,0.2279
random_floor,loose_box_accept,0.5487,0.227
random_floor,loose_box_accept,0.5532,0.2252
random_floor,loose_box_accept,0.5578,0.2234
random_floor,loose_box_accept,0.5623,0.2246
random_floor,loose_box_accept,0.5668,0.2238
random_floor,loose_box_accept,0.5713,0.224
random_floor,loose_box_accept,0.5759,0.2252
random_floor,loose_box_accept,0.5804,0.2254
random_floor,loose_box_accept,0.5849,0.2236
random_floor,loose_box_accept,0.5895,0.2229
random_floor,loose_box_accept,0.594,0.224
random_floor,loose_box_accept,0.5985,0.2252
random_floor,loose_box_accept,0.6031,0.2263
random_floor,loose_box_accept,0.6076,0.2255
random_floor,loose_box_accept,0.6121,0.2257
random_floor,loose_box_accept,0.6166,0.2287
random_floor,loose_box_accept,0.6212,0.2288
random_floor,loose_box_accept,0.6257,0.2308
random_floor,loose_box_accept,0.6302,0.2309
random_floor,loose_box_accept,0.6348,0.231
random_floor,loose_box_accept,0.6393,0.2329
random_floor,loose_box_accept,0.6438,0.2322
random_floor,loose_box_accept,0.6484,0.2323
random_floor,loose_box_accept,0.6529,0.2324
random_floor,loose_box_accept,0.6574,0.2308
random_floor,loose_box_accept,0.6619,0.2301
random_floor,loose_box_accept,0.6665,0.2294
random_floor,loose_box_accept,0.671,0.2287
random_floor,loose_box_accept,0.6755,0.2305
random_floor,loose_box_accept,0.6801,0.2298
random_floor,loose_box_accept,0.6846,0.2291
random_floor,loose_box_accept,0.6891,0.2284
random_floor,loose_box_accept,0.6937,0.2286
random_floor,loose_box_accept,0.6982,0.2271
random_floor,loose_box_accept,0.7027,0.2264
random_floor,loose_box_accept,0.7072,0.2266
random_floor,loose_box_accept,0.7118,0.2267
random_floor,loose_box_accept,0.7163,0.2253
random_floor,loose_box_accept,0.7208,0.2247
random_floor,loose_box_accept,0.7254,0.2256
random_floor,loose_box_accept,0.7299,0.2265
random_floor,loose_box_accept,0.7344,0.2267
random_floor,loose_box_accept,0.739,0.2268
random_floor,loose_box_accept,0.7435,0.2262
random_floor,loose_box_accept,0.748,0.2248
random_floor,loose_box_accept,0.7525,0.2235
random_floor,loose_box_accept,0.7571,0.2236
random_floor,loose_box_accept,0.7616,0.2238
random_floor,loose_box_accept,0.7661,0.2239
random_floor,loose_box_accept,0.7707,0.2234
random_floor,loose_box_accept,0.7752,0.2235
random_floor,loose_box_accept,0.7797,0.2229
random_floor,loose_box_accept,0.7843,0.2245
random_floor,loose_box_accept,0.7888,0.224
random_floor,loose_box_accept,0.7933,0.2234
random_floor,loose_box_accept,0.7978,0.2229
random_floor,loose_box_accept,0.8024,0.2237
random_floor,loose_box_accept,0.8069,0.2253
random_floor,loose_box_accept,0.8114,0.2268
random_floor,loose_box_accept,0.816,0.2262
random_floor,loose_box_accept,0.8205,0.2257
random_floor,loose_box_accept,0.825,0.2258
random_floor,loose_box_accept,0.8296,0.2273
random_floor,loose_box_accept,0.8341,0.2274
random_floor,loose_box_accept,0.8386,0.2269
random_floor,loose_box_accept,0.8431,0.2277
random_floor,loose_box_accept,0.8477,0.2285
random_floor,loose_box_accept,0.8522,0.2272
random_floor,loose_box_accept,0.8567,0.226
random_floor,loose_box_accept,0.8613,0.2262
random_floor,loose_box_accept,0.8658,0.2269
random_floor,loose_box_accept,0.8703,0.2264
random_floor,loose_box_accept,0.8749,0.2265
random_floor,loose_box_accept,0.8794,0.2267
random_floor,loose_box_accept,0.8839,0.2261
random_floor,loose_box_accept,0.8884,0.2269
random_floor,loose_box_accept,0.893,0.227
random_floor,loose_box_accept,0.8975,0.2271
random_floor,loose_box_accept,0.902,0.2266
random_floor,loose_box_accept,0.9066,0.2267
random_floor,loose_box_accept,0.9111,0.2281
random_floor,loose_box_accept,0.9156,0.2282
random_floor,loose_box_accept,0.9202,0.2283
random_floor,loose_box_accept,0.9247,0.229
random_floor,loose_box_accept,0.9292,0.2279
random_floor,loose_box_accept,0.9337,0.228
random_floor,loose_box_accept,0.9383,0.2299
random_floor,loose_box_accept,0.9428,0.23
random_floor,loose_box_accept,0.9473,0.2313
random_floor,loose_box_accept,0.9519,0.2314
random_floor,loose_box_accept,0.9564,0.2315
random_floor,loose_box_accept,0.9609,0.2304
random_floor,loose_box_accept,0.9655,0.2299
random_floor,loose_box_accept,0.97,0.2306
random_floor,loose_box_accept,0.9745,0.2295
